anchor,positif,negatif,kelas
27215664/27215664@N00_identity_1@2764129429_2/09.jpg,27215664/27215664@N00_identity_1@2920210271_0/09.jpg,76910574/76910574@N04_identity_1@8740190369_0/09.jpg,"[362, 362, 652]"
35034347485/35034347485@N01_identity_2@4947633752_0/09.jpg,35034347485/35034347485@N01_identity_2@7712620866_3/09.jpg,96626200/96626200@N07_identity_6@10399508355_1/09.jpg,"[451, 451, 948]"
73621375/73621375@N00_identity_0@515584474_0/09.jpg,73621375/73621375@N00_identity_0@3991569936_6/09.jpg,31513185/31513185@N03_identity_0@7231501456_1/09.jpg,"[624, 624, 448]"
87652690/87652690@N00_identity_3@4168487039_0/09.jpg,87652690/87652690@N00_identity_3@11675240314_1/09.jpg,16403105/16403105@N00_identity_20@8563366196_0/09.jpg,"[822, 822, 150]"
87652690/87652690@N00_identity_3@2774136800_0/09.jpg,87652690/87652690@N00_identity_3@2430801134_0/09.jpg,85325384/85325384@N00_identity_2@2681486537_2/09.jpg,"[822, 822, 792]"
28196170/28196170@N02_identity_1@6120947078_0/09.jpg,28196170/28196170@N02_identity_0@6102787391_1/09.jpg,20537795/20537795@N00_identity_6@5310244432_1/09.jpg,"[388, 388, 199]"
21444820/21444820@N02_identity_3@10567733114_0/09.jpg,21444820/21444820@N02_identity_3@11958775004_0/09.jpg,61856574/61856574@N05_identity_24@7110153647_0/09.jpg,"[219, 219, 493]"
21444820/21444820@N02_identity_3@2643798426_0/09.jpg,21444820/21444820@N02_identity_3@2642630628_0/09.jpg,27073477/27073477@N00_identity_50@4938827288_0/09.jpg,"[219, 219, 356]"
14261684/14261684@N08_identity_0@5636325985_0/09.jpg,14261684/14261684@N08_identity_0@4311848654_0/09.jpg,15269717/15269717@N07_identity_0@8334269873_1/09.jpg,"[112, 112, 139]"
81295529/81295529@N00_identity_3@5137735959_0/09.jpg,81295529/81295529@N00_identity_5@5293822082_0/09.jpg,90779814/90779814@N00_identity_10@4181368183_0/09.jpg,"[720, 720, 863]"
87652690/87652690@N00_identity_3@11674329605_0/09.jpg,87652690/87652690@N00_identity_3@11665040395_0/09.jpg,35034353918/35034353918@N01_identity_1@6386563479_0/09.jpg,"[822, 822, 454]"
28196170/28196170@N02_identity_1@4882530832_0/09.jpg,28196170/28196170@N02_identity_0@4927116026_0/09.jpg,34427470616/34427470616@N01_identity_1@4507692818_1/09.jpg,"[388, 388, 450]"
95601478/95601478@N00_identity_0@4953106121_0/09.jpg,95601478/95601478@N00_identity_0@4946744460_1/09.jpg,30121835/30121835@N00_identity_4@13460099224_0/09.jpg,"[925, 925, 418]"
28196170/28196170@N02_identity_0@4882723398_0/09.jpg,28196170/28196170@N02_identity_1@6123888376_0/09.jpg,18262969/18262969@N00_identity_2@2811474654_0/09.jpg,"[388, 388, 177]"
14564599/14564599@N00_identity_0@3764772187_0/09.jpg,14564599/14564599@N00_identity_0@4591269968_0/09.jpg,21156626/21156626@N00_identity_10@7163781917_1/09.jpg,"[121, 121, 211]"
9337322/9337322@N05_identity_2@3607507447_2/09.jpg,9337322/9337322@N05_identity_2@3605331557_0/09.jpg,24998164/24998164@N06_identity_0@2750600443_0/09.jpg,"[902, 902, 310]"
72675636/72675636@N00_identity_1@81618638_0/09.jpg,72675636/72675636@N00_identity_1@4516712110_0/09.jpg,68901280/68901280@N00_identity_3@2838736506_0/09.jpg,"[615, 615, 582]"
87168893/87168893@N00_identity_0@8972619136_0/09.jpg,87168893/87168893@N00_identity_0@8972563604_0/09.jpg,27077705/27077705@N02_identity_2@8575330083_0/09.jpg,"[815, 815, 357]"
61593595/61593595@N00_identity_8@1099491653_2/09.jpg,61593595/61593595@N00_identity_8@256937092_0/09.jpg,22623009/22623009@N08_identity_3@5882315164_2/09.jpg,"[490, 490, 246]"
87652690/87652690@N00_identity_3@7361795260_0/09.jpg,87652690/87652690@N00_identity_3@13954779155_0/09.jpg,9839335/9839335@N04_identity_2@11283131155_0/09.jpg,"[822, 822, 971]"
84905000/84905000@N00_identity_1@5683191224_0/09.jpg,84905000/84905000@N00_identity_1@871740828_0/09.jpg,84652760/84652760@N05_identity_4@8249174364_0/09.jpg,"[783, 783, 777]"
28196170/28196170@N02_identity_0@5664736042_0/09.jpg,28196170/28196170@N02_identity_1@6866402024_0/09.jpg,80856703/80856703@N00_identity_12@6160562429_1/09.jpg,"[388, 388, 712]"
14261684/14261684@N08_identity_0@12951864503_0/09.jpg,14261684/14261684@N08_identity_0@8323538131_0/09.jpg,76529721/76529721@N00_identity_7@3816429282_1/09.jpg,"[112, 112, 649]"
79704473/79704473@N00_identity_0@8352427450_0/09.jpg,79704473/79704473@N00_identity_0@6990348835_0/09.jpg,72675636/72675636@N00_identity_1@3397336008_7/09.jpg,"[689, 689, 615]"
87404555/87404555@N04_identity_0@11649260864_1/09.jpg,87404555/87404555@N04_identity_0@11648892235_2/09.jpg,77354630/77354630@N08_identity_8@11328479145_1/09.jpg,"[817, 817, 659]"
98642193/98642193@N00_identity_0@1571588841_0/09.jpg,98642193/98642193@N00_identity_2@1262374000_0/09.jpg,82895272/82895272@N00_identity_1@235656866_1/09.jpg,"[978, 978, 749]"
87652690/87652690@N00_identity_3@9106184353_0/09.jpg,87652690/87652690@N00_identity_3@11666793076_2/09.jpg,68026119/68026119@N00_identity_12@6169691821_0/09.jpg,"[822, 822, 572]"
76529721/76529721@N00_identity_2@537462007_0/09.jpg,76529721/76529721@N00_identity_2@3816480472_2/09.jpg,61942787/61942787@N07_identity_1@8116284198_1/09.jpg,"[649, 649, 496]"
9286726/9286726@N03_identity_1@4786783259_0/09.jpg,9286726/9286726@N03_identity_1@3513828550_0/09.jpg,80901654/80901654@N00_identity_1@2040664582_1/09.jpg,"[891, 891, 713]"
96552496/96552496@N00_identity_1@794698838_1/09.jpg,96552496/96552496@N00_identity_1@793658179_0/09.jpg,16403105/16403105@N00_identity_20@8041036271_1/09.jpg,"[944, 944, 150]"
10700761/10700761@N08_identity_4@3580350549_1/09.jpg,10700761/10700761@N08_identity_1@3994948486_0/09.jpg,79391933/79391933@N00_identity_2@394693545_0/09.jpg,"[26, 26, 684]"
14468234/14468234@N03_identity_0@7654845342_0/09.jpg,14468234/14468234@N03_identity_0@7654639076_0/09.jpg,9839335/9839335@N04_identity_2@10450657044_0/09.jpg,"[116, 116, 971]"
79704473/79704473@N00_identity_0@6717155755_0/09.jpg,79704473/79704473@N00_identity_0@8472624352_0/09.jpg,95601478/95601478@N00_identity_0@4952898969_0/09.jpg,"[689, 689, 925]"
21444820/21444820@N02_identity_3@7779084428_0/09.jpg,21444820/21444820@N02_identity_3@8362505467_0/09.jpg,61047655/61047655@N00_identity_34@80995667_0/09.jpg,"[219, 219, 480]"
21444820/21444820@N02_identity_3@8399192027_0/09.jpg,21444820/21444820@N02_identity_3@2643102062_0/09.jpg,65444847/65444847@N07_identity_17@6329527897_0/09.jpg,"[219, 219, 539]"
76529721/76529721@N00_identity_7@3805933039_1/09.jpg,76529721/76529721@N00_identity_2@3815678669_2/09.jpg,17905920/17905920@N00_identity_2@2092816029_0/09.jpg,"[649, 649, 168]"
20537795/20537795@N00_identity_6@7092968689_0/09.jpg,20537795/20537795@N00_identity_6@1949747585_0/09.jpg,82895272/82895272@N00_identity_1@417170739_1/09.jpg,"[199, 199, 749]"
21444820/21444820@N02_identity_3@2294533037_0/09.jpg,21444820/21444820@N02_identity_3@2660645007_0/09.jpg,11338642/11338642@N00_identity_0@4801867365_0/09.jpg,"[219, 219, 43]"
96552496/96552496@N00_identity_1@787620930_2/09.jpg,96552496/96552496@N00_identity_1@788167348_0/09.jpg,24998164/24998164@N06_identity_0@2782810504_0/09.jpg,"[944, 944, 310]"
83069173/83069173@N00_identity_1@78557937_3/09.jpg,83069173/83069173@N00_identity_1@3899681002_0/09.jpg,91266400/91266400@N00_identity_2@1715471865_0/09.jpg,"[753, 753, 870]"
79704473/79704473@N00_identity_0@8498577647_0/09.jpg,79704473/79704473@N00_identity_0@7986600112_0/09.jpg,85772145/85772145@N00_identity_0@246595559_0/09.jpg,"[689, 689, 796]"
79704473/79704473@N00_identity_0@6473939999_0/09.jpg,79704473/79704473@N00_identity_0@8712000457_0/09.jpg,23737563/23737563@N00_identity_2@92102925_0/09.jpg,"[689, 689, 276]"
72675636/72675636@N00_identity_1@32388968_4/09.jpg,72675636/72675636@N00_identity_1@360075129_1/09.jpg,14799472/14799472@N00_identity_1@873365280_1/09.jpg,"[615, 615, 128]"
21444820/21444820@N02_identity_3@6958794846_0/09.jpg,21444820/21444820@N02_identity_3@8363533756_0/09.jpg,18468763/18468763@N00_identity_2@319956739_0/09.jpg,"[219, 219, 178]"
16652278/16652278@N00_identity_2@2375879160_0/09.jpg,16652278/16652278@N00_identity_2@9347262430_1/09.jpg,76029069/76029069@N00_identity_1@7737778576_1/09.jpg,"[157, 157, 643]"
67011297/67011297@N07_identity_2@8514151175_1/09.jpg,67011297/67011297@N07_identity_2@8105330465_1/09.jpg,93132003/93132003@N00_identity_2@138945259_1/09.jpg,"[559, 559, 898]"
26395196/26395196@N00_identity_2@4219952634_0/09.jpg,26395196/26395196@N00_identity_2@104827758_0/09.jpg,74175262/74175262@N00_identity_0@1031644602_0/09.jpg,"[348, 348, 625]"
21444820/21444820@N02_identity_3@2641822019_0/09.jpg,21444820/21444820@N02_identity_3@8363444928_0/09.jpg,29909388/29909388@N04_identity_1@4824915342_1/09.jpg,"[219, 219, 412]"
87652690/87652690@N00_identity_3@142393101_0/09.jpg,87652690/87652690@N00_identity_3@13934236962_0/09.jpg,67794608/67794608@N00_identity_1@5813813764_1/09.jpg,"[822, 822, 567]"
35034347485/35034347485@N01_identity_2@2080258534_0/09.jpg,35034347485/35034347485@N01_identity_2@644867269_0/09.jpg,25389244/25389244@N00_identity_1@1298018959_0/09.jpg,"[451, 451, 323]"
28196170/28196170@N02_identity_1@4927268298_0/09.jpg,28196170/28196170@N02_identity_1@6123888376_0/09.jpg,90802476/90802476@N00_identity_3@2185203192_0/09.jpg,"[388, 388, 864]"
87652690/87652690@N00_identity_3@2462805969_0/09.jpg,87652690/87652690@N00_identity_3@11675711304_0/09.jpg,27073477/27073477@N00_identity_50@4674755140_0/09.jpg,"[822, 822, 356]"
21444820/21444820@N02_identity_3@7565399294_0/09.jpg,21444820/21444820@N02_identity_3@3888381446_0/09.jpg,21084950/21084950@N05_identity_1@2083304206_2/09.jpg,"[219, 219, 208]"
28196170/28196170@N02_identity_1@5664237124_0/09.jpg,28196170/28196170@N02_identity_0@4879648928_0/09.jpg,37996574168/37996574168@N01_identity_3@2178302868_1/09.jpg,"[388, 388, 463]"
86861190/86861190@N00_identity_2@6336626922_0/09.jpg,86861190/86861190@N00_identity_2@6371707537_0/09.jpg,62180701/62180701@N08_identity_0@9396142293_1/09.jpg,"[812, 812, 498]"
21444820/21444820@N02_identity_3@6958796550_0/09.jpg,21444820/21444820@N02_identity_3@8363528522_1/09.jpg,91152604/91152604@N03_identity_11@8290765316_0/09.jpg,"[219, 219, 867]"
10700761/10700761@N08_identity_1@3925334392_1/09.jpg,10700761/10700761@N08_identity_1@3994783128_0/09.jpg,8495919/8495919@N02_identity_17@4199644789_3/09.jpg,"[26, 26, 785]"
12525145/12525145@N00_identity_2@28786484_0/09.jpg,12525145/12525145@N00_identity_2@96124451_0/09.jpg,21355208/21355208@N02_identity_3@2398616319_0/09.jpg,"[77, 77, 216]"
76529721/76529721@N00_identity_2@2504671021_0/09.jpg,76529721/76529721@N00_identity_7@550035768_0/09.jpg,24599800/24599800@N07_identity_2@2328523781_0/09.jpg,"[649, 649, 303]"
76529721/76529721@N00_identity_2@3815622589_14/09.jpg,76529721/76529721@N00_identity_2@537392918_0/09.jpg,98366307/98366307@N00_identity_0@4063133892_0/09.jpg,"[649, 649, 970]"
28196170/28196170@N02_identity_1@5726984906_0/09.jpg,28196170/28196170@N02_identity_1@5053465041_0/09.jpg,28152567/28152567@N07_identity_4@5167559129_0/09.jpg,"[388, 388, 385]"
8719119/8719119@N04_identity_4@544669215_0/09.jpg,8719119/8719119@N04_identity_4@3145148315_1/09.jpg,83069173/83069173@N00_identity_1@3887207840_3/09.jpg,"[816, 816, 753]"
83069173/83069173@N00_identity_1@2847113610_4/09.jpg,83069173/83069173@N00_identity_1@2275814244_0/09.jpg,28980639/28980639@N02_identity_2@3422212301_0/09.jpg,"[753, 753, 395]"
87652690/87652690@N00_identity_3@142390104_0/09.jpg,87652690/87652690@N00_identity_3@2345086882_0/09.jpg,30873671/30873671@N00_identity_0@846692915_0/09.jpg,"[822, 822, 433]"
31513185/31513185@N03_identity_0@3668005305_8/09.jpg,31513185/31513185@N03_identity_0@5364123773_1/09.jpg,8123170/8123170@N06_identity_1@7206954298_2/09.jpg,"[448, 448, 719]"
16652278/16652278@N00_identity_2@250018069_6/09.jpg,16652278/16652278@N00_identity_2@8566058135_7/09.jpg,82698525/82698525@N00_identity_27@2096618890_0/09.jpg,"[157, 157, 746]"
21444820/21444820@N02_identity_3@2643857620_0/09.jpg,21444820/21444820@N02_identity_3@8594094828_0/09.jpg,9146585/9146585@N04_identity_2@2224973234_0/09.jpg,"[219, 219, 874]"
90779814/90779814@N00_identity_1@4354761320_0/09.jpg,90779814/90779814@N00_identity_1@10127250335_4/09.jpg,30182398/30182398@N00_identity_0@2892145579_0/09.jpg,"[863, 863, 421]"
81295529/81295529@N00_identity_3@3242127290_0/09.jpg,81295529/81295529@N00_identity_3@7169278293_1/09.jpg,16425649/16425649@N00_identity_2@5979189430_0/09.jpg,"[720, 720, 151]"
71899102/71899102@N00_identity_10@123577632_0/09.jpg,71899102/71899102@N00_identity_10@2168606130_0/09.jpg,27320517/27320517@N03_identity_3@6857569496_1/09.jpg,"[609, 609, 367]"
28196170/28196170@N02_identity_0@4927114824_0/09.jpg,28196170/28196170@N02_identity_1@5055290929_0/09.jpg,34427470616/34427470616@N01_identity_1@4510499210_0/09.jpg,"[388, 388, 450]"
73621375/73621375@N00_identity_0@4123836257_0/09.jpg,73621375/73621375@N00_identity_0@3045616772_0/09.jpg,29789073/29789073@N00_identity_8@5581412074_0/09.jpg,"[624, 624, 409]"
73621375/73621375@N00_identity_0@4129045078_0/09.jpg,73621375/73621375@N00_identity_0@3345100348_0/09.jpg,24232779/24232779@N00_identity_45@4680565088_0/09.jpg,"[624, 624, 289]"
21444820/21444820@N02_identity_3@2272157092_0/09.jpg,21444820/21444820@N02_identity_3@2661536970_1/09.jpg,27588151/27588151@N03_identity_5@7855013728_2/09.jpg,"[219, 219, 373]"
21444820/21444820@N02_identity_3@2557910943_0/09.jpg,21444820/21444820@N02_identity_3@2558737690_1/09.jpg,95601478/95601478@N00_identity_0@2638137326_3/09.jpg,"[219, 219, 925]"
21444820/21444820@N02_identity_3@2294533037_0/09.jpg,21444820/21444820@N02_identity_3@2642842017_1/09.jpg,83278273/83278273@N00_identity_4@1383005016_0/09.jpg,"[219, 219, 757]"
87652690/87652690@N00_identity_3@11666348424_1/09.jpg,87652690/87652690@N00_identity_3@127237851_1/09.jpg,63709134/63709134@N00_identity_22@2180889493_1/09.jpg,"[822, 822, 520]"
21444820/21444820@N02_identity_3@8253320065_0/09.jpg,21444820/21444820@N02_identity_3@7594676790_0/09.jpg,75312712/75312712@N00_identity_15@3892620491_5/09.jpg,"[219, 219, 637]"
26395196/26395196@N00_identity_16@129757958_0/09.jpg,26395196/26395196@N00_identity_2@104916660_2/09.jpg,10582933/10582933@N04_identity_4@7486350526_0/09.jpg,"[348, 348, 22]"
87652690/87652690@N00_identity_3@4518967499_0/09.jpg,87652690/87652690@N00_identity_3@8727916873_1/09.jpg,24927431/24927431@N00_identity_10@39294140_1/09.jpg,"[822, 822, 308]"
87652690/87652690@N00_identity_3@10722393535_0/09.jpg,87652690/87652690@N00_identity_3@7048034435_0/09.jpg,62248423/62248423@N08_identity_26@8737536089_0/09.jpg,"[822, 822, 501]"
35034350906/35034350906@N01_identity_0@651037_0/09.jpg,35034350906/35034350906@N01_identity_0@2400184960_0/09.jpg,71918216/71918216@N00_identity_6@321814897_0/09.jpg,"[453, 453, 610]"
12078789/12078789@N00_identity_0@3647550021_0/09.jpg,12078789/12078789@N00_identity_0@3682693543_0/09.jpg,80901654/80901654@N00_identity_1@6658974835_0/09.jpg,"[65, 65, 713]"
72675636/72675636@N00_identity_1@76932573_0/09.jpg,72675636/72675636@N00_identity_1@72472857_0/09.jpg,27232078/27232078@N02_identity_0@2592664508_1/09.jpg,"[615, 615, 363]"
68605578/68605578@N00_identity_1@8272723431_0/09.jpg,68605578/68605578@N00_identity_1@2223594667_0/09.jpg,8195704/8195704@N04_identity_5@2562263170_2/09.jpg,"[581, 581, 735]"
95601478/95601478@N00_identity_0@2928470926_1/09.jpg,95601478/95601478@N00_identity_0@4946793072_2/09.jpg,21857625/21857625@N06_identity_10@2220091076_0/09.jpg,"[925, 925, 225]"
84905000/84905000@N00_identity_1@895232667_0/09.jpg,84905000/84905000@N00_identity_1@870892425_0/09.jpg,11880483/11880483@N03_identity_15@6952650953_0/09.jpg,"[783, 783, 62]"
73621375/73621375@N00_identity_0@4649202971_0/09.jpg,73621375/73621375@N00_identity_0@510523725_0/09.jpg,16964259/16964259@N00_identity_5@12592551145_0/09.jpg,"[624, 624, 160]"
25925793/25925793@N00_identity_2@8621003656_0/09.jpg,25925793/25925793@N00_identity_2@3230593727_0/09.jpg,83361464/83361464@N00_identity_0@961373207_0/09.jpg,"[339, 339, 758]"
26395196/26395196@N00_identity_2@4187406371_0/09.jpg,26395196/26395196@N00_identity_2@1066800386_1/09.jpg,24927431/24927431@N00_identity_10@32678465_0/09.jpg,"[348, 348, 308]"
21444820/21444820@N02_identity_3@8362324443_0/09.jpg,21444820/21444820@N02_identity_3@8421041758_0/09.jpg,27241475/27241475@N06_identity_0@4342666951_0/09.jpg,"[219, 219, 364]"
10700761/10700761@N08_identity_1@3999407027_0/09.jpg,10700761/10700761@N08_identity_1@3183066703_0/09.jpg,25803256/25803256@N06_identity_90@5266145897_7/09.jpg,"[26, 26, 335]"
81295529/81295529@N00_identity_5@5033736414_0/09.jpg,81295529/81295529@N00_identity_8@8250402491_0/09.jpg,68295962/68295962@N00_identity_1@4770739915_0/09.jpg,"[720, 720, 579]"
24133132/24133132@N04_identity_1@2643388716_0/09.jpg,24133132/24133132@N04_identity_1@2295632624_0/09.jpg,19777176/19777176@N00_identity_0@4172206717_0/09.jpg,"[287, 287, 190]"
87652690/87652690@N00_identity_3@5097004334_2/09.jpg,87652690/87652690@N00_identity_3@3484824491_0/09.jpg,22169355/22169355@N00_identity_0@8273641469_0/09.jpg,"[822, 822, 233]"
67011297/67011297@N07_identity_2@7882556640_0/09.jpg,67011297/67011297@N07_identity_2@7928996364_1/09.jpg,31513185/31513185@N03_identity_0@5293497571_1/09.jpg,"[559, 559, 448]"
76106449/76106449@N00_identity_0@2865538634_0/09.jpg,76106449/76106449@N00_identity_0@4015046850_0/09.jpg,19701161/19701161@N00_identity_14@3210417852_0/09.jpg,"[645, 645, 188]"
95627098/95627098@N00_identity_8@3577779348_0/09.jpg,95627098/95627098@N00_identity_8@4387747933_0/09.jpg,16652278/16652278@N00_identity_2@2642326261_0/09.jpg,"[926, 926, 157]"
81295529/81295529@N00_identity_5@8143305367_0/09.jpg,81295529/81295529@N00_identity_3@4798577487_1/09.jpg,64171510/64171510@N00_identity_6@4152341996_1/09.jpg,"[720, 720, 522]"
87652690/87652690@N00_identity_3@6847335680_1/09.jpg,87652690/87652690@N00_identity_3@7176668483_3/09.jpg,21444820/21444820@N02_identity_3@2643183934_0/09.jpg,"[822, 822, 219]"
96552496/96552496@N00_identity_31@800269868_0/09.jpg,96552496/96552496@N00_identity_1@787669909_0/09.jpg,12584147/12584147@N04_identity_9@6867514786_0/09.jpg,"[944, 944, 79]"
81295529/81295529@N00_identity_8@9703664729_0/09.jpg,81295529/81295529@N00_identity_5@9779934813_0/09.jpg,24324929/24324929@N07_identity_101@6371221049_0/09.jpg,"[720, 720, 291]"
26395196/26395196@N00_identity_16@281772726_0/09.jpg,26395196/26395196@N00_identity_2@180142572_2/09.jpg,72752141/72752141@N00_identity_3@4315908519_0/09.jpg,"[348, 348, 616]"
28196170/28196170@N02_identity_1@6100658111_0/09.jpg,28196170/28196170@N02_identity_0@5664005897_1/09.jpg,96056340/96056340@N00_identity_1@4236784250_0/09.jpg,"[388, 388, 932]"
21444820/21444820@N02_identity_3@8622661739_0/09.jpg,21444820/21444820@N02_identity_3@7695341888_0/09.jpg,29789073/29789073@N00_identity_8@5581411090_1/09.jpg,"[219, 219, 409]"
81295529/81295529@N00_identity_5@8143290073_0/09.jpg,81295529/81295529@N00_identity_3@6176150030_0/09.jpg,30121835/30121835@N00_identity_4@13459611565_0/09.jpg,"[720, 720, 418]"
28196170/28196170@N02_identity_1@5054407574_0/09.jpg,28196170/28196170@N02_identity_0@4882665964_0/09.jpg,71729157/71729157@N00_identity_6@2588153412_3/09.jpg,"[388, 388, 607]"
10700761/10700761@N08_identity_1@3838352608_0/09.jpg,10700761/10700761@N08_identity_1@3414694663_0/09.jpg,75802402/75802402@N00_identity_2@1867950905_0/09.jpg,"[26, 26, 640]"
12999139/12999139@N00_identity_0@5366111115_0/09.jpg,12999139/12999139@N00_identity_0@3141133479_0/09.jpg,84559441/84559441@N00_identity_0@3077769135_0/09.jpg,"[88, 88, 775]"
68117180/68117180@N00_identity_3@4302459409_0/09.jpg,68117180/68117180@N00_identity_3@4306641740_0/09.jpg,8246716/8246716@N04_identity_0@2430659517_0/09.jpg,"[574, 574, 741]"
87652690/87652690@N00_identity_3@10722823886_1/09.jpg,87652690/87652690@N00_identity_3@142390104_0/09.jpg,30974104/30974104@N00_identity_0@774234823_1/09.jpg,"[822, 822, 435]"
31121311/31121311@N06_identity_0@5969265990_1/09.jpg,31121311/31121311@N06_identity_0@5477294384_0/09.jpg,99902322/99902322@N00_identity_36@782247173_1/09.jpg,"[440, 440, 996]"
10700761/10700761@N08_identity_1@4658494210_2/09.jpg,10700761/10700761@N08_identity_1@6176667517_0/09.jpg,24589866/24589866@N04_identity_1@11625649204_0/09.jpg,"[26, 26, 302]"
